CPT1/HCPCS,Mod,Status,Description,Work RVUs,Non-Facility PE RVUs,Facility PE RVUs,Mal-Practice RVUs,Total Non-Facility RVUs,Total Facility RVUs,Global
01931,,J,Anes ther interven rad tips,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01932,,J,Anes tx interv rad th vein,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01933,,J,Anes tx interv rad cran vein,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01935,,J,Anesth perc img dx sp proc,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01936,,J,Anesth perc img tx sp proc,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0195T,,C,Prescrl fuse w/o instr l5/s1,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01951,,J,Anesth burn less 4 percent,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01952,,J,Anesth burn 4-9 percent,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01953,,J,Anesth burn each 9 percent,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01958,,J,Anesth antepartum manipul,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0196T,,C,Prescrl fuse w/o instr l4/l5,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01960,,J,Anesth vaginal delivery,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01961,,J,Anesth cs delivery,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01962,,J,Anesth emer hysterectomy,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01963,,J,Anesth cs hysterectomy,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01965,,J,Anesth inc/missed ab proc,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01966,,J,Anesth induced ab procedure,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01967,,J,Anesth/analg vag delivery,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01968,,J,Anes/analg cs deliver add-on,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01969,,J,Anesth/analg cs hyst add-on,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0198T,,C,Ocular blood flow measure,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01990,,J,Support for organ donor,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01991,,J,Anesth nerve block/inj,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01992,,J,Anesth n block/inj prone,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01996,,J,Hosp manage cont drug admin,0.00,0.00,0.00,0.00,0.00,0.00,XXX
01999,,J,Unlisted anesth procedure,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0200T,,C,Perq sacral augmt unilat inj,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0201T,,C,Perq sacral augmt bilat inj,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0202T,,C,Post vert arthrplst 1 lumbar,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0205T,,C,Inirs each vessel add-on,0.00,0.00,0.00,0.00,0.00,0.00,ZZZ
0206T,,C,Cptr dbs alys car elec dta,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0207T,,C,Clear eyelid gland w/heat,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0208T,,C,Audiometry air only,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0209T,,C,Audiometry air & bone,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0210T,,C,Speech audiometry threshold,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0211T,,C,Speech audiom thresh & recog,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0212T,,C,Compre audiometry evaluation,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0213T,,C,Njx paravert w/us cer/thor,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0214T,,C,Njx paravert w/us cer/thor,0.00,0.00,0.00,0.00,0.00,0.00,ZZZ
0215T,,C,Njx paravert w/us cer/thor,0.00,0.00,0.00,0.00,0.00,0.00,ZZZ
0216T,,C,Njx paravert w/us lumb/sac,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0217T,,C,Njx paravert w/us lumb/sac,0.00,0.00,0.00,0.00,0.00,0.00,ZZZ
0218T,,C,Njx paravert w/us lumb/sac,0.00,0.00,0.00,0.00,0.00,0.00,ZZZ
0219T,,C,Plmt post facet implt cerv,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0220T,,C,Plmt post facet implt thor,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0221T,,C,Plmt post facet implt lumb,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0222T,,C,Plmt post facet implt addl,0.00,0.00,0.00,0.00,0.00,0.00,ZZZ
0228T,,C,Njx tfrml eprl w/us cer/thor,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0229T,,C,Njx tfrml eprl w/us cer/thor,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0230T,,C,Njx tfrml eprl w/us lumb/sac,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0231T,,C,Njx tfrml eprl w/us lumb/sac,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0232T,,C,Njx platelet plasma,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0234T,,C,Trluml perip athrc renal art,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0235T,,C,Trluml perip athrc visceral,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0236T,,C,Trluml perip athrc abd aorta,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0237T,,C,Trluml perip athrc brchiocph,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0238T,,C,Trluml perip athrc iliac art,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0249T,,C,Ligation hemorrhoid w/us,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0253T,,C,Insert aqueous drain device,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0254T,,C,Evasc rpr iliac art bifur,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0255T,,C,Evasc rpr iliac art bifr s&i,0.00,0.00,NA,0.00,0.00,NA,YYY
0255T,TC,C,Evasc rpr iliac art bifr s&i,0.00,0.00,NA,0.00,0.00,NA,YYY
0255T,26,C,Evasc rpr iliac art bifr s&i,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0263T,,C,Im b1 mrw cel ther cmpl,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0264T,,C,Im b1 mrw cel ther xcl hrvst,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0265T,,C,Im b1 mrw cel ther hrvst onl,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0266T,,C,Implt/rpl crtd sns dev total,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0267T,,C,Implt/rpl crtd sns dev lead,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0268T,,C,Implt/rpl crtd sns dev gen,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0269T,,C,Rev/remvl crtd sns dev total,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0270T,,C,Rev/remvl crtd sns dev lead,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0271T,,C,Rev/remvl crtd sns dev gen,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0272T,,C,Interrogate crtd sns dev,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0273T,,C,Interrogate crtd sns w/pgrmg,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0274T,,C,Perq lamot/lam crv/thrc,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0275T,,R,Perq lamot/lam lumbar,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0278T,,C,Tempr,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0290T,,C,Laser inc for pkp/lkp recip,0.00,0.00,0.00,0.00,0.00,0.00,ZZZ
0293T,,C,Ins lt atrl press monitor,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0294T,,C,Ins lt atrl mont pres lead,0.00,0.00,0.00,0.00,0.00,0.00,ZZZ
0295T,,C,Ext ecg complete,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0296T,,C,Ext ecg recording,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0297T,,C,Ext ecg scan w/report,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0298T,,C,Ext ecg review and interp,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0299T,,C,Esw wound healing init wound,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0300T,,C,Esw wound healing addl wound,0.00,0.00,0.00,0.00,0.00,0.00,ZZZ
0301T,,C,Mw therapy for breast tumor,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0302T,,C,Icar ischm mntrng sys compl,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0303T,,C,Icar ischm mntrng sys eltrd,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0304T,,C,Icar ischm mntrng sys device,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0305T,,C,Icar ischm mntrng prgrm eval,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0306T,,C,Icar ischm mntr interr eval,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0307T,,C,Rmvl icar ischm mntrng dvce,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0308T,,C,Insj ocular telescope prosth,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0309T,,C,Prescrl fuse w/ instr l4/l5,0.00,0.00,0.00,0.00,0.00,0.00,ZZZ
0310T,,C,Motor function mapping ntms,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0312T,,C,Laps impltj nstim vagus,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0313T,,C,Laps rmvl nstim array vagus,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0314T,,C,Laps rmvl vgl arry&pls gen,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0315T,,C,Rmvl vagus nerve pls gen,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0316T,,C,Replc vagus nerve pls gen,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0317T,,C,Elec alys vagus nrv pls gen,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0329T,,C,Mntr io press 24hrs/> uni/bi,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0330T,,C,Tear film img uni/bi w/i&r,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0331T,,C,Heart symp image plnr,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0332T,,C,Heart symp image plnr spect,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0333T,,C,Visual ep acuity screen auto,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0335T,,C,Extraosseous joint stblztion,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0337T,,C,Endothel fxnassmnt non-invas,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0338T,,C,Trnscth renal symp denrv unl,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0339T,,C,Trnscth renal symp denrv bil,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0340T,,C,Ablate pulm tumors + extnsn,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0341T,,C,Quant pupillometry w/ rprt,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0342T,,C,Thxp apheresis w/hdl delip,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0345T,,C,Transcath mtral vlve repair,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0346T,,C,Ultrasound elastography,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0347T,,C,Ins bone device for rsa,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0348T,,C,Rsa spine exam,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0349T,,C,Rsa upper extr exam,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0350T,,C,Rsa lower extr exam,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0351T,,C,Intraop oct brst/node spec,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0352T,,C,Oct brst/node i&r per spec,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0353T,,C,Intraop oct breast cavity,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0354T,,C,Oct breast surg cavity i&r,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0355T,,C,Gi tract capsule endoscopy,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0356T,,C,Insrt drug device for iop,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0357T,,C,Cryopreservation oocyte(s),0.00,0.00,0.00,0.00,0.00,0.00,XXX
0358T,,C,Bia whole body,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0359T,,C,Behavioral id assessment,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0360T,,C,Observ behav assessment,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0361T,,C,Observ behav assess addl,0.00,0.00,0.00,0.00,0.00,0.00,ZZZ
0362T,,C,Expose behav assessment,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0363T,,C,Expose behav assess addl,0.00,0.00,0.00,0.00,0.00,0.00,ZZZ
0364T,,C,Adaptive behavior treatment,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0365T,,C,Adaptive behavior tx addl,0.00,0.00,0.00,0.00,0.00,0.00,ZZZ
0366T,,C,Group behavior treatment,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0367T,,C,Group behav treatment addl,0.00,0.00,0.00,0.00,0.00,0.00,ZZZ
0368T,,C,Behavior treatment modified,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0369T,,C,Behav treatment modify addl,0.00,0.00,0.00,0.00,0.00,0.00,ZZZ
0370T,,C,Fam behav treatment guidance,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0371T,,C,Mult fam behav treat guide,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0372T,,C,Social skills training group,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0373T,,C,Exposure behavior treatment,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0374T,,C,Expose behav treatment addl,0.00,0.00,0.00,0.00,0.00,0.00,ZZZ
0375T,,C,Total disc arthrp ant appr,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0376T,,C,Insert ant segment drain int,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0377T,,C,Anoscpy inj agent for incont,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0378T,,C,Visual field assmnt rev/rprt,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0379T,,C,Vis field assmnt tech suppt,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0380T,,C,Comp animat ret imag series,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0381T,,C,Ext h rate epi sz 14 days,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0382T,,C,Ext h rate sz 14 day ri only,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0383T,,C,Ext h rate sz up to 30 days,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0384T,,C,Ex h rate sz 30 day ri only,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0385T,,C,Ex h rate for sz ovr 30 day,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0386T,,C,Ex h rate sz 30+ day ri only,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0387T,,C,Leadless c pm ins/rpl ventr,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0388T,,C,Leadless c pm remove ventr,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0389T,,C,Prog eval inper leadls pm,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0390T,,C,Periproc eval inper ledls pm,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0391T,,C,Intergt eval inper leadls pm,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0394T,,C,Hdr elctrnc skn surf brchytx,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0395T,,C,Hdr elctr ntrst/ntrcv brchtx,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0396T,,C,Intraop kinetic balnce sensr,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0397T,,C,Ercp w/optical endomicroscpy,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0398T,,C,Mrgfus strtctc les abltj,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0399T,,C,Myocardial strain imaging,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0400T,,C,Mltispectrl digital les alys,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0401T,,C,Mltispectrl digital les alys,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0402T,,C,Collagen crosslinking cornea,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0403T,,C,Diabetes prev standard curr,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0404T,,C,Trnscrv uterin fibroid abltj,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0405T,,C,Ovrsght xtrcorp liv asst pat,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0406T,,C,Sin ndsc plmt drg elut mplnt,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0407T,,C,Sin ndsc plmt drg elut mplnt,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0408T,,C,Insj/rplc cardiac modulj sys,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0409T,,C,Insj/rplc car modulj pls gn,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0410T,,C,Insj/rplc car modulj atr elt,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0411T,,C,Insj/rplc car modulj vnt elt,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0412T,,C,Rmvl cardiac modulj pls gen,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0413T,,C,Rmvl car modulj tranvns elt,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0414T,,C,Rmvl & rpl car modulj pls gn,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0415T,,C,Repos car modulj tranvns elt,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0416T,,C,Reloc skin pocket pls gen,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0417T,,C,Prgrmg eval cardiac modulj,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0418T,,C,Interro eval cardiac modulj,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0419T,,C,Dstrj neurofibroma xtnsv,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0420T,,C,Dstrj neurofibroma xtnsv,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0421T,,C,Waterjet prostate abltj cmpl,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0422T,,C,Tactile breast img uni/bi,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0423T,,X,Assay secretory type ii pla2,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0424T,,C,Insj/rplc nstim apnea compl,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0425T,,C,Insj/rplc nstim apnea sen ld,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0426T,,C,Insj/rplc nstim apnea stm ld,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0427T,,C,Insj/rplc nstim apnea pls gn,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0428T,,C,Rmvl nstim apnea pls gen,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0429T,,C,Rmvl nstim apnea sen ld,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0430T,,C,Rmvl nstim apnea stimj ld,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0431T,,C,Rmvl/rplc nstim apnea pls gn,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0432T,,C,Repos nstim apnea stimj ld,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0433T,,C,Repos nstim apnea sensing ld,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0434T,,C,Interro eval npgs apnea,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0435T,,C,Prgrmg eval npgs apnea 1 ses,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0436T,,C,Prgrmg eval npgs apnea study,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0437T,,C,Impltj synth rnfcmt abdl wal,0.00,0.00,0.00,0.00,0.00,0.00,ZZZ
0438T,,C,Tprnl plmt biodegrdabl matrl,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0439T,,C,Myocrd contrast prfuj echo,0.00,0.00,0.00,0.00,0.00,0.00,ZZZ
0440T,,C,Abltj perc uxtr/perph nrv,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0441T,,C,Abltj perc lxtr/perph nrv,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0442T,,C,Abltj perc plex/trncl nrv,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0443T,,C,R-t spctrl alys prst8 tiss,0.00,0.00,0.00,0.00,0.00,0.00,ZZZ
0444T,,C,1st plmt drug elut oc ins,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0445T,,C,Sbsqt plmt drug elut oc ins,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0446T,,C,Insj impltbl glucose sensor,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0447T,,C,Rmvl impltbl glucose sensor,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0448T,,C,Remvl insj impltbl gluc sens,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0449T,,C,Insj aqueous drain dev 1st,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0450T,,C,Insj aqueous drain dev each,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0451T,,C,Insj/rplcmt aortic ventr sys,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0452T,,C,Insj/rplcmt dev vasc seal,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0453T,,C,Insj/rplcmt mech-elec ntrfce,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0454T,,C,Insj/rplcmt subq electrode,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0455T,,C,Remvl aortic ventr cmpl sys,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0456T,,C,Remvl aortic dev vasc seal,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0457T,,C,Remvl mech-elec skin ntrfce,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0458T,,C,Remvl subq electrode,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0459T,,C,Relocaj rplcmt aortic ventr,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0460T,,C,Repos aortic ventr dev eltrd,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0461T,,C,Repos aortic contrpulsj dev,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0462T,,C,Prgrmg eval aortic ventr sys,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0463T,,C,Interrog aortic ventr sys,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0464T,,C,Visual ep test for glaucoma,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0465T,,C,Supchrdl njx rxw/o supply,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0466T,,C,Insj chwal respir eltrd/ra,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0467T,,C,Revj/rplmnt ch respir eltrd,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0468T,,C,Rmvl chwal respir eltrd/ra,0.00,0.00,0.00,0.00,0.00,0.00,YYY
0500F,,M,Initial prenatal care visit,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0501F,,I,Prenatal flow sheet,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0502F,,I,Subsequent prenatal care,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0503F,,I,Postpartum care visit,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0505F,,I,Hemodialysis plan docd,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0507F,,I,Periton dialysis plan docd,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0509F,,M,Urine incon plan docd,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0513F,,M,Elev bp plan of care docd,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0514F,,I,Care plan hgb docd esa pt,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0516F,,I,Anemia plan of care docd,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0517F,,M,Glaucoma plan of care docd,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0518F,,M,Fall plan of care docd,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0519F,,I,Pland chemo docd b/4 txmnt,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0520F,,M,Rad dos limts b/4 3d rad,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0521F,,M,Plan of care 4 pain docd,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0525F,,I,Initial visit for episode,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0526F,,M,Subs visit for episode,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0528F,,M,Rcmnd flw-up 10 yrs docd,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0529F,,M,Intrvl 3/>yr pts clnscp docd,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0535F,,I,Dyspnea mngmnt plan docd,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0540F,,M,Gluco mngmnt plan docd,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0545F,,I,Follow up care plan mdd docd,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0550F,,I,Cytopath report nongyn spcmn,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0551F,,I,Cytopath report non routine,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0555F,,I,Symptom mgmnt plan care docd,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0556F,,I,Plan care lipid control docd,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0557F,,I,Plan caremng angnl symptdocd,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0575F,,I,Hiv rna plan care docd,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0580F,,I,Multidisciplinary care plan,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0581F,,M,Pt trnsfrd from anesth to cc,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0582F,,I,No trnsfr from anesth to cc,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0583F,,M,Transfer care checklist used,0.00,0.00,0.00,0.00,0.00,0.00,XXX
0584F,,I,No transfercare chklist used,0.00,0.00,0.00,0.00,0.00,0.00,XXX
1000F,,I,Tobacco use assessed,0.00,0.00,0.00,0.00,0.00,0.00,XXX
1002F,,I,Assess anginal symptom/level,0.00,0.00,0.00,0.00,0.00,0.00,XXX
10021,,A,Fna w/o image,1.27,2.03,0.56,0.17,3.47,2.00,XXX
10022,,A,Fna w/image,1.27,2.60,0.48,0.13,4.00,1.88,XXX
1003F,,I,Level of activity assess,0.00,0.00,0.00,0.00,0.00,0.00,XXX
10030,,A,Guide cathet fluid drainage,2.75,16.41,1.08,0.64,19.80,4.47,000
10035,,A,Perq dev soft tiss 1st imag,1.70,13.32,0.64,0.23,15.25,2.57,000
10036,,A,Perq dev soft tiss add imag,0.85,12.23,0.32,0.11,13.19,1.28,ZZZ
1004F,,I,Clin symp vol ovrld assess,0.00,0.00,0.00,0.00,0.00,0.00,XXX
10040,,A,Acne surgery,1.21,1.51,1.15,0.17,2.89,2.53,010
1005F,,I,Asthma symptoms evaluate,0.00,0.00,0.00,0.00,0.00,0.00,XXX
1006F,,M,Osteoarthritis assess,0.00,0.00,0.00,0.00,0.00,0.00,XXX
10060,,A,Drainage of skin abscess,1.22,1.98,1.43,0.13,3.33,2.78,010
10061,,A,Drainage of skin abscess,2.45,3.11,2.38,0.30,5.86,5.13,010
