"","SERIALNO","HINCP","NP","place_id","SYNTHETIC_HID","longitude","latitude","puma_id","ST","SEX","AGEP","SCH","SCHG","RELP","HISP","ESR","PINCP","NATIVITY","OCCP","POBP","RAC1P","SYNTHETIC_PID","school_id","workplace_id"
"162",1277264,7200,5,25005641000,"25005641000-1246",-71.15918069,41.70337698,300,25,2,35,1,NA,0,3,6,7200,1,NA,36,1,"25005641000-1246-2057","",NA
"163",375239,240000,4,25015821901,"25015821901-1401",-72.64727744,42.32687221,4303,25,2,3,2,1,2,1,NA,240000,1,NA,25,1,"25015821901-1401-2674","2.51E+11",NA
"164",655536,93500,7,25015822601,"25015822601-953",-72.82459107,42.28664417,4301,25,2,46,1,NA,1,1,1,20000,1,3600,25,1,"25015822601-953-2289","",684820533
"165",879434,487200,2,25017301101,"25017301101-827",-71.722755,42.68202748,3303,25,2,36,1,NA,1,1,6,200,1,3060,25,1,"25017301101-827-1334","",NA
"166",195878,38400,1,25001011200,"25001011200-868",-70.02572143,41.70221175,703,25,2,88,1,NA,0,1,6,38400,1,NA,25,1,"25001011200-868-868","",NA
"167",1214929,37200,12,25009250600,"25009250600-1797",-71.15599638,42.72182751,701,25,2,17,2,12,2,3,6,0,1,NA,36,8,"25009250600-1797-5938","2.51E+11",NA
"168",350274,165500,2,25013811200,"25013811200-1102",-72.60457327,42.18097873,3900,25,1,36,1,NA,0,1,1,90500,1,5165,33,1,"25013811200-1102-1613","",541754958
"169",354713,94100,2,25025060800,"25025060800-1027",-71.05103,42.3362,4800,25,2,49,1,NA,0,1,1,94100,1,4920,34,1,"25025060800-1027-1246","",483793816
"170",13723,43900,2,25005631500,"25005631500-441",-71.29752722,41.93288191,3500,25,1,78,1,NA,0,1,6,38700,1,NA,44,1,"25005631500-441-684","",NA
"171",979829,112800,4,25017331200,"25017331200-1602",-71.18418531,42.57333717,300,25,1,19,1,NA,2,3,1,18000,1,9620,25,1,"25017331200-1602-4250","",315154575
"172",476697,484000,1,25025020303,"25025020303-943",-71.05978,42.36582,506,25,1,56,1,NA,0,1,1,484000,2,10,215,6,"25025020303-943-950","",854169224
"173",196727,130000,4,25017353200,"25017353200-1752",-71.10484,42.36209,3602,25,1,26,1,NA,0,1,1,130000,1,430,24,1,"25017353200-1752-3368","",628927584
"174",937495,14500,3,25013802100,"25013802100-1870",-72.57021631,42.07962456,701,25,1,12,2,8,7,5,NA,14500,1,NA,25,8,"25013802100-1870-3076","2.51E+11",NA
"175",1161164,90460,4,25001013400,"25001013400-1956",-70.48833224,41.7403815,4700,25,2,46,1,NA,1,1,3,400,1,2540,25,1,"25001013400-1956-3905","",NA
"176",466553,10200,1,25009251800,"25009251800-159",-71.18047889,42.67709297,507,25,1,76,1,NA,0,1,6,10200,1,NA,25,1,"25009251800-159-159","",NA
"177",367252,132700,4,25021456302,"25021456302-2259",-71.13704,42.14004,4303,25,1,48,1,NA,0,1,1,39000,2,9130,129,1,"25021456302-2259-4106","",413343716
"178",194371,101800,6,25021417602,"25021417602-2418",-71.01396,42.26904,302,25,1,75,1,NA,6,1,6,0,2,NA,468,6,"25021417602-2418-5303","",NA
"179",1028085,120000,3,25017314101,"25017314101-1565",-71.35382682,42.68125091,507,25,1,58,1,NA,0,1,1,50000,1,2710,9,1,"25017314101-1565-2982","",991179011
"180",420897,130300,3,25017339200,"25017339200-1669",-71.14252584,42.43107161,701,25,2,56,1,NA,0,1,1,62000,1,4840,25,1,"25017339200-1669-3222","",483759908
"181",546453,180300,3,25021441204,"25021441204-1027",-71.35751,42.06092,3305,25,1,1,NA,NA,2,1,NA,180300,1,NA,25,1,"25021441204-1027-1874","",NA
"182",367901,82000,4,25027738202,"25027738202-1693",-71.65115,42.21418,304,25,2,41,1,NA,10,1,1,30000,1,2540,36,1,"25027738202-1693-3168","",971336748
"183",741175,225000,4,25009216100,"25009216100-1174",-70.91790861,42.60526113,4903,25,2,40,1,NA,0,1,1,140000,1,4840,25,1,"25009216100-1174-2515","",106963366
"184",1383201,30000,1,25015821300,"25015821300-290",-72.60587604,42.259826,505,25,2,83,1,NA,0,1,6,30000,1,NA,25,1,"25015821300-290-290","",NA
"185",288572,24000,2,25005640500,"25005640500-1380",-71.1672603,41.69345555,701,25,2,42,1,NA,1,5,2,10000,2,4600,329,8,"25005640500-1380-1574","",565665908
"186",803565,70000,2,25005614102,"25005614102-774",-71.04331059,41.85694301,4500,25,1,32,1,NA,0,1,1,70000,1,3400,25,1,"25005614102-774-1100","",406089011
"187",1395678,194100,5,25017351204,"25017351204-1865",-71.09879,42.3826,304,25,1,6,2,3,2,1,NA,194100,1,NA,25,1,"25017351204-1865-4109","2.50E+11",NA
"188",307157,55200,2,25017330100,"25017330100-718",-71.06030849,42.59185727,4303,25,1,63,1,NA,1,1,6,27100,1,NA,25,1,"25017330100-718-1016","",NA
"189",842684,83400,3,25011040300,"25011040300-1001",-72.42659228,42.67814843,703,25,2,61,1,NA,0,1,1,45000,1,5700,25,1,"25011040300-1001-1785","",618424253
"190",901683,501700,3,25021418101,"25021418101-2116",-71.00929,42.25264,701,25,2,50,1,NA,1,1,1,15800,2,5700,164,1,"25021418101-2116-3633","",480918895
"191",67698,25200,3,25023560100,"25023560100-2001",-70.85339,41.69624,3302,25,1,22,3,15,12,1,6,0,1,NA,25,1,"25023560100-2001-3466","",NA
"192",1360189,106000,3,25025050200,"25025050200-1235",-71.02979,42.37858,701,25,1,56,1,NA,1,1,1,78000,1,4250,25,1,"25025050200-1235-2298","",465608867
"193",220985,54000,4,25013812202,"25013812202-1858",-72.64090545,42.16004643,4301,25,1,17,2,13,4,1,6,0,1,NA,25,1,"25013812202-1858-3177","2.51E+11",NA
"194",875752,103000,2,25017352800,"25017352800-525",-71.09866,42.37212,1400,25,2,56,1,NA,1,1,1,25000,1,4600,25,1,"25017352800-525-782","",360240907
"195",961810,253800,5,25021406101,"25021406101-1907",-71.29974,42.20719,4902,25,2,54,1,NA,0,1,1,169000,1,4710,25,1,"25021406101-1907-5338","",595434838
"196",1127453,137000,5,25025101002,"25025101002-2110",-71.09041,42.27495,3303,25,1,24,1,NA,2,1,1,24000,1,9130,5,2,"25025101002-2110-4439","",679545632
"197",788033,85700,4,25017317103,"25017317103-1286",-71.36201912,42.5737422,3302,25,1,84,1,NA,0,1,6,15100,1,NA,25,1,"25017317103-1286-2772","",NA
"198",1447066,80000,2,25023530700,"25023530700-1137",-70.58553,41.88733,1600,25,1,67,1,NA,0,1,6,38000,1,NA,25,1,"25023530700-1137-1742","",NA
"199",861567,167000,4,25027728300,"25027728300-1396",-71.85977,42.36119,200,25,1,46,1,NA,0,1,1,94500,1,2200,25,1,"25027728300-1396-2918","",987299336
"200",1236471,120000,4,25023530901,"25023530901-2750",-70.60978,41.78574,703,25,1,12,3,8,2,1,NA,120000,1,NA,25,1,"25023530901-2750-6267","599511",NA
"201",646668,25000,2,25015820500,"25015820500-1100",-72.51875856,42.37524278,3303,25,2,23,1,NA,0,1,3,25000,1,7750,6,2,"25015820500-1100-1471","",NA
"202",1263332,158100,2,25027731102,"25027731102-645",-71.82148,42.26388,3603,25,2,73,1,NA,1,1,6,9400,1,NA,25,1,"25027731102-645-1046","",NA
"203",582746,135540,2,25001011802,"25001011802-1648",-70.25047068,41.68635057,3304,25,1,71,1,NA,0,1,1,84600,1,3010,25,1,"25001011802-1648-2519","",4665279
"204",670695,13000,5,25021417901,"25021417901-3205",-70.98342,42.24945,4301,25,2,4,2,1,2,5,NA,13000,1,NA,25,1,"25021417901-3205-5768","2.51E+11",NA
"205",298357,79320,1,25025091600,"25025091600-245",-71.05964,42.30395,1901,25,2,64,1,NA,0,1,1,79320,1,430,25,1,"25025091600-245-249","",1788165
"206",63674,86000,1,25023525104,"25023525104-167",-70.9664,41.93997,702,25,1,63,1,NA,0,1,1,86000,1,4710,17,1,"25023525104-167-167","",6533236
"207",240049,57200,2,25011040900,"25011040900-1148",-72.58532101,42.5695123,300,25,1,70,1,NA,1,1,6,19200,1,NA,25,1,"25011040900-1148-1624","",NA
"208",496550,105000,5,25017384002,"25017384002-2788",-71.48099,42.29517,501,25,1,7,2,4,2,1,NA,105000,1,NA,33,1,"25017384002-2788-5472","2.50E+11",NA
"209",755819,33600,4,25025101002,"25025101002-1928",-71.0848,42.27382,1900,25,1,26,1,NA,5,1,3,15000,1,4030,11,2,"25025101002-1928-3544","",NA
"210",1422280,63000,4,25023542101,"25023542101-1585",-70.81905,41.9145,3305,25,2,49,1,NA,5,1,1,16000,1,5700,25,1,"25023542101-1585-3500","",1101088
"211",136304,47800,7,25009205500,"25009205500-1715",-70.96003052,42.48106254,3304,25,2,27,1,NA,11,1,6,0,1,NA,25,2,"25009205500-1715-5126","",NA
"212",898348,495300,4,25013813303,"25013813303-1479",-72.54550968,42.06004847,3601,25,1,21,2,15,2,1,6,5300,2,1050,301,1,"25013813303-1479-3130","",NA
"213",798528,78000,3,25023501202,"25023501202-1849",-70.88906,42.19291,300,25,2,8,2,4,2,1,NA,78000,1,NA,25,1,"25023501202-1849-2902","2.51E+11",NA
"214",1079486,254000,4,25021403300,"25021403300-1109",-71.23071,42.27624,505,25,1,4,3,1,2,1,NA,254000,1,NA,25,1,"25021403300-1109-2589","600609",NA
"215",754479,80000,2,25015821903,"25015821903-1108",-72.62646036,42.31291596,2400,25,2,27,1,NA,13,1,1,40000,1,800,25,1,"25015821903-1108-1247","",374624468
"216",241662,13000,2,25013811600,"25013811600-697",-72.61481108,42.19511888,1000,25,1,45,1,NA,0,1,6,13000,1,5610,25,1,"25013811600-697-817","",NA
"217",459305,102200,4,25009268200,"25009268200-2246",-70.9005366,42.8194003,400,25,2,12,2,9,2,1,NA,102200,1,NA,25,1,"25009268200-2246-4165","2.50E+11",NA
"218",426329,31560,1,25003932300,"25003932300-96",-73.11062462,42.39633321,303,25,2,71,1,NA,0,1,1,31560,1,5700,44,1,"25003932300-96-97","",400003588
"219",153329,359500,1,25017374400,"25017374400-486",-71.22347,42.34278,3304,25,2,63,3,15,0,1,1,359500,2,5240,341,2,"25017374400-486-487","",839923836
"220",1322067,68800,2,25017332100,"25017332100-479",-71.18683126,42.52531849,703,25,1,69,1,NA,1,1,6,52000,1,6230,33,1,"25017332100-479-672","",NA
"221",72225,105600,6,25017368200,"25017368200-1764",-71.27267,42.3982,3302,25,2,33,1,NA,1,11,3,0,2,9920,312,1,"25017368200-1764-4070","",NA
"222",975301,44220,2,25023560100,"25023560100-807",-70.76392,41.67132,4902,25,1,76,1,NA,0,1,6,36620,1,7700,25,1,"25023560100-807-1056","",NA
"223",1222117,38100,2,25025170400,"25025170400-903",-71.00249,42.41121,703,25,2,31,1,NA,2,1,1,10700,1,4720,23,1,"25025170400-903-1257","",465549608
"224",97297,82600,3,25025101101,"25025101101-739",-71.09504,42.28361,4901,25,2,40,1,NA,2,1,1,19500,1,3630,25,2,"25025101101-739-1622","",429634611
"225",1409917,1700,3,25017341500,"25017341500-796",-71.06100145,42.42404632,4000,25,2,15,2,12,9,1,NA,0,1,NA,6,6,"25017341500-796-1347","2.51E+11",NA
"226",222721,67000,3,25021411200,"25021411200-1293",-71.223,42.15073,501,25,2,53,1,NA,0,1,1,38000,1,3420,42,1,"25021411200-1293-2157","",2979995
"227",1238555,270000,3,25027719100,"25027719100-2027",-71.81572,42.44183,3400,25,1,53,1,NA,1,1,1,158000,1,1300,41,1,"25027719100-2027-3937","",987299336
"228",436695,65000,2,25017341300,"25017341300-1291",-71.07201563,42.4234887,1600,25,2,65,1,NA,0,1,6,6000,1,4600,25,1,"25017341300-1291-1749","",NA
"229",575093,131000,5,25021420301,"25021420301-2680",-71.03533,42.17018,303,25,1,49,1,NA,1,1,1,88000,2,1410,238,6,"25021420301-2680-6344","",107639882
"230",38021,14500,1,25001014300,"25001014300-83",-70.61439487,41.65094958,100,25,2,56,1,NA,0,1,6,14500,1,3600,36,1,"25001014300-83-83","",NA
"231",916532,75000,4,25013813102,"25013813102-1118",-72.79281586,42.08433766,505,25,2,45,1,NA,0,1,1,25000,1,5700,25,1,"25013813102-1118-2515","",1795376
"232",999913,75100,3,25009210700,"25009210700-1245",-70.92640664,42.52438662,4902,25,2,51,1,NA,1,1,1,38000,1,4620,25,1,"25009210700-1245-2314","",474320934
"233",615421,6800,3,25023510900,"25023510900-847",-71.02427,42.08884,3304,25,2,52,2,15,0,3,6,800,1,3600,72,8,"25023510900-847-1152","",NA
"234",180726,44000,6,25023542102,"25023542102-673",-70.86698,41.85379,302,25,1,46,1,NA,1,1,1,43400,1,7210,25,1,"25023542102-673-1286","",440244895
"235",26197,56000,4,25023542102,"25023542102-680",-70.86578,41.8534,4301,25,2,28,1,NA,0,1,1,36000,1,2310,25,1,"25023542102-680-1315","",512640947
"236",305043,486860,5,25021401200,"25021401200-2328",-71.15877,42.30861,4903,25,1,38,1,NA,0,1,1,484020,1,120,25,1,"25021401200-2328-5499","",579585001
"237",579932,97800,5,25027731700,"25027731700-1454",-71.79851,42.27107,704,25,2,11,2,6,4,3,NA,97800,1,NA,25,1,"25027731700-1454-2363","2.50E+11",NA
"238",1373869,42000,5,25013811101,"25013811101-1857",-72.59949924,42.19089321,701,25,1,50,1,NA,1,5,3,30000,2,8965,329,8,"25013811101-1857-4156","",NA
"239",822784,31460,4,25023502102,"25023502102-1789",-70.918,42.11454,4500,25,2,46,1,NA,0,1,1,24960,1,5400,36,2,"25023502102-1789-3600","",937735702
"240",465253,52000,1,25025020302,"25025020302-323",-71.065,42.36033,3302,25,1,33,1,NA,0,1,1,52000,1,5000,25,9,"25025020302-323-325","",107165540
"241",805557,58300,2,25001010800,"25001010800-2095",-70.080668,41.7482243,302,25,1,76,1,NA,0,1,6,48300,1,NA,25,1,"25001010800-2095-2909","",NA
"242",1069946,70200,3,25005611202,"25005611202-1510",-71.2383867,41.97699285,4700,25,2,16,3,11,2,1,6,1500,1,5240,25,1,"25005611202-1510-2633","601726",NA
"243",542155,120500,1,25017373100,"25017373100-642",-71.18123,42.35781,4200,25,1,36,1,NA,0,1,1,120500,1,1007,36,1,"25017373100-642-644","",895534899
"244",1192394,170000,4,25009204200,"25009204200-2337",-70.89741655,42.5195988,4303,25,2,17,3,14,2,1,6,0,1,NA,25,1,"25009204200-2337-4318","A9103061",NA
"245",161525,133000,5,25013810902,"25013810902-1848",-72.59680499,42.1446596,503,25,2,19,2,15,2,1,1,3000,1,3955,25,1,"25013810902-1848-3945","",429909823
"246",643206,109500,2,25013800300,"25013800300-1218",-72.58847909,42.13248084,3602,25,1,12,2,8,3,1,NA,109500,1,NA,25,1,"25013800300-1218-1843","2.50E+11",NA
"247",673717,158000,2,25025010204,"25025010204-1052",-71.1056,42.34675,302,25,1,30,2,15,13,1,1,58000,1,1530,25,1,"25025010204-1052-1383","",690466545
"248",945840,25300,2,25009210500,"25009210500-564",-70.96130772,42.50953468,2400,25,2,81,1,NA,0,1,6,16800,1,NA,25,1,"25009210500-564-669","",NA
"249",579675,145000,2,25025100400,"25025100400-1065",-71.07236,42.28183,1902,25,1,57,1,NA,0,1,1,132000,2,430,440,2,"25025100400-1065-1717","",564729275
"250",1178050,179000,3,25017356100,"25017356100-1069",-71.14452,42.40515,1901,25,2,17,2,13,2,1,1,18000,1,3955,25,1,"25017356100-1069-1931","2.50E+11",380050120
"251",694634,156200,5,25021419200,"25021419200-1800",-70.99112,42.22426,3305,25,1,16,2,12,2,1,6,1200,1,4220,25,1,"25021419200-1800-4620","2.51E+11",NA
"252",156397,91000,2,25025010500,"25025010500-1272",-71.08769,42.34737,1600,25,2,33,1,NA,0,1,1,58000,1,2830,9,1,"25025010500-1272-1505","",1814466
"253",673701,110000,5,25005645103,"25005645103-2162",-71.22470919,41.75595606,200,25,2,7,2,4,2,1,NA,110000,1,NA,25,1,"25005645103-2162-5405","2.51E+11",NA
"254",612148,23700,5,25001012700,"25001012700-3096",-70.32290863,41.64988325,507,25,2,5,2,2,2,1,NA,23700,1,NA,25,9,"25001012700-3096-5714","2.50E+11",NA
"255",1447173,14000,2,25013800101,"25013800101-469",-72.51591964,42.14749669,3304,25,2,28,1,NA,0,1,1,14000,1,4760,6,9,"25013800101-469-574","",255261802
"256",190447,108300,2,25005650201,"25005650201-843",-70.92977334,41.68445358,301,25,1,27,1,NA,12,1,1,43300,1,2145,25,1,"25005650201-843-1291","",839695954
"257",1169028,89400,2,25011040501,"25011040501-995",-72.31976378,42.58915024,3603,25,2,73,1,NA,6,1,6,9400,1,NA,25,1,"25011040501-995-1520","",NA
"258",637408,117200,3,25017363102,"25017363102-1743",-71.42368,42.52311,507,25,2,26,1,NA,12,1,1,30000,1,4040,23,1,"25017363102-1743-2621","",833841554
"259",923307,123000,6,25025170501,"25025170501-1835",-70.99039,42.41961,4000,25,1,22,1,NA,2,1,6,0,1,4760,25,1,"25025170501-1835-3618","",NA
"260",504389,86000,2,25013802601,"25013802601-1256",-72.55388738,42.08331759,1600,25,1,65,1,NA,0,1,1,62000,1,410,23,1,"25013802601-1256-2028","",451226864
"261",1309877,53000,4,25023542300,"25023542300-2330",-70.92435,41.89691,100,25,1,41,1,NA,1,1,3,16000,1,1550,25,1,"25023542300-2330-5062","",NA
"262",1477012,0,3,25021417601,"25021417601-1226",-71.017,42.27365,508,25,1,24,3,16,0,1,6,0,2,NA,207,6,"25021417601-1226-1705","",NA
"263",355857,122020,3,25005631600,"25005631600-1141",-71.27190108,41.93622391,4700,25,1,60,1,NA,1,1,1,30000,1,5410,25,1,"25005631600-1141-2217","",488065293
"264",81131,11700,4,25025100500,"25025100500-1639",-71.07817,42.28967,502,25,1,16,3,12,2,1,6,0,1,NA,25,6,"25025100500-1639-2965","599216",NA
"265",1164612,80000,2,25027736200,"25027736200-705",-71.84475,42.21375,703,25,1,66,1,NA,0,1,1,70000,2,4700,139,1,"25027736200-705-1010","",462776865
"266",691222,130000,3,25017351100,"25017351100-2385",-71.1077,42.39087,3900,25,1,11,2,8,2,1,NA,130000,2,NA,233,6,"25017351100-2385-4048","2.51E+11",NA
"267",242514,116030,3,25017336100,"25017336100-1681",-71.06841056,42.46903147,4200,25,1,0,NA,NA,2,1,NA,116030,1,NA,25,1,"25017336100-1681-2640","",NA
"268",1037153,90070,4,25009204101,"25009204101-1659",-70.89477356,42.50716811,3306,25,2,45,1,NA,0,11,1,31200,2,4230,303,1,"25009204101-1659-3207","",966583031
"269",623178,251000,4,25017356702,"25017356702-2965",-71.15734,42.41893,505,25,2,38,1,NA,0,1,1,147000,1,5840,34,1,"25017356702-2965-6068","",579536061
"270",483221,0,1,25021420100,"25021420100-10",-71.05507,42.18546,1400,25,1,49,1,NA,0,1,6,0,1,5000,40,1,"25021420100-10-10","",NA
"271",582327,47000,6,25005613902,"25005613902-1996",-71.1019261,41.8815195,507,25,2,14,2,10,10,11,NA,47000,2,NA,312,8,"25005613902-1996-4728","2.51E+11",NA
"272",1332321,41600,2,25003931400,"25003931400-295",-73.08927321,42.53364213,1300,25,2,61,1,NA,0,1,2,15800,1,2540,25,1,"25003931400-295-411","",832139794
"273",267624,85000,1,25017322100,"25017322100-242",-71.54508015,42.3945708,4800,25,1,65,1,NA,0,1,1,85000,1,110,34,1,"25017322100-242-242","",632269387
"274",1111730,114000,4,25017316300,"25017316300-2762",-71.28286189,42.54144575,2800,25,1,7,2,3,2,3,NA,114000,1,NA,25,1,"25017316300-2762-5370","2.51E+11",NA
"275",733734,81000,3,25027744200,"25027744200-1934",-71.50653,42.14081,506,25,1,23,1,NA,12,11,1,20000,2,4620,312,1,"25027744200-1934-3390","",406028753
"276",476431,87980,4,25009211200,"25009211200-2425",-70.93310138,42.56778764,1000,25,2,24,2,15,2,1,1,20010,1,4110,25,1,"25009211200-2425-4307","",840340061
"277",421052,150000,4,25009211200,"25009211200-2503",-70.94329865,42.56624342,4200,25,2,9,3,6,2,1,NA,150000,1,NA,44,1,"25009211200-2503-4619","A1170915",NA
"278",783830,93000,2,25015822200,"25015822200-832",-72.5933215,42.32170834,100,25,1,29,1,NA,0,1,1,38000,1,5620,25,1,"25015822200-832-1107","",584627012
"279",817335,50010,5,25027754100,"25027754100-2910",-71.85867,42.05903,1300,25,2,17,3,14,2,2,1,4900,1,4150,25,9,"25027754100-2910-6365","A9300466",987299336
"280",1207493,222000,2,25027701100,"25027701100-1996",-72.05243,42.68626,3306,25,1,45,1,NA,0,1,1,137000,1,9030,18,1,"25027701100-1996-3139","",469580724
"281",1371665,80400,3,25005633100,"25005633100-1092",-71.24833018,41.90311899,1300,25,1,12,2,8,2,1,NA,80400,1,NA,25,1,"25005633100-1092-2099","2.51E+11",NA
"282",1166928,50000,2,25025092400,"25025092400-1153",-71.0817,42.29555,1901,25,2,43,1,NA,0,1,1,50000,1,3160,12,1,"25025092400-1153-1597","",532168176
"283",1322261,117000,4,25027746100,"25027746100-1560",-71.59006,42.09763,4000,25,1,9,2,4,2,1,NA,117000,1,NA,25,1,"25027746100-1560-3515","2.50E+11",NA
"284",691948,17600,2,25009208300,"25009208300-701",-71.02025192,42.48193614,4303,25,2,53,1,NA,1,1,6,0,2,NA,129,1,"25009208300-701-782","",NA
"285",912938,180200,3,25009203200,"25009203200-1348",-70.88034891,42.50045703,3603,25,1,67,1,NA,0,1,1,30100,1,7750,25,1,"25009203200-1348-2293","",840630776
"286",1081889,114000,2,25017342400,"25017342400-1207",-71.06381203,42.40270836,4902,25,1,59,1,NA,0,1,6,24000,1,430,25,1,"25017342400-1207-1789","",NA
"287",245744,97800,2,25027730200,"25027730200-1054",-71.78886,42.32646,3301,25,2,39,1,NA,0,1,1,74000,1,3255,42,1,"25027730200-1054-1390","",106585391
"288",59880,98200,7,25025170702,"25025170702-2255",-70.9948,42.40877,3603,25,1,34,1,NA,0,1,1,17000,2,4720,207,6,"25025170702-2255-6153","",564748895
"289",1206813,105000,2,25025130300,"25025130300-822",-71.14761,42.2851,3602,25,1,80,1,NA,0,1,6,80000,1,NA,25,1,"25025130300-822-1202","",NA
"290",1033524,50300,3,25025101101,"25025101101-694",-71.09741,42.28297,3303,25,1,19,2,14,2,1,3,0,1,9920,25,2,"25025101101-694-1487","2.50E+11",NA
"291",478319,87200,5,25017314101,"25017314101-2125",-71.36065703,42.68554307,300,25,2,12,2,9,2,1,NA,87200,1,NA,25,1,"25017314101-2125-5129","2.50E+11",NA
"292",1406722,65900,2,25027741101,"25027741101-497",-71.52328,42.27241,2400,25,2,68,1,NA,1,1,1,44800,1,3645,25,1,"25027741101-497-665","",551399876
"293",945594,150000,1,25017358500,"25017358500-275",-71.20341,42.45711,1300,25,1,51,1,NA,0,1,1,150000,2,1020,240,6,"25017358500-275-275","",400705597
"294",56866,77900,4,25009217300,"25009217300-1705",-70.89262151,42.5686195,100,25,2,46,1,NA,1,1,1,31000,1,2630,25,1,"25009217300-1705-3311","",3933421
"295",296619,176000,2,25023525203,"25023525203-1161",-70.9707,41.99889,3302,25,2,30,1,NA,0,1,1,76000,1,735,25,1,"25023525203-1161-1812","",840129498
"296",276869,135000,4,25027702200,"25027702200-1167",-72.11967,42.62978,504,25,2,11,2,8,3,1,NA,135000,2,NA,217,6,"25027702200-1167-2711","2.51E+11",NA
"297",303141,21600,5,25021418101,"25021418101-2254",-71.00854,42.25457,1400,25,2,32,1,NA,1,2,6,0,2,NA,303,1,"25021418101-2254-4173","",NA
"298",378722,51500,1,25017341700,"25017341700-540",-71.05048903,42.43283105,4500,25,1,44,1,NA,0,1,1,51500,2,5620,129,1,"25017341700-540-543","",840225312
"299",81823,87500,2,25023521202,"25023521202-398",-70.91409,42.0799,304,25,1,33,1,NA,0,1,1,85000,1,220,36,1,"25023521202-398-515","",659246995
"300",1092505,207000,5,25023504102,"25023504102-1604",-70.79116,42.15949,507,25,1,10,2,7,2,1,NA,207000,1,NA,25,1,"25023504102-1604-4524","2.50E+11",NA
"301",1368789,53020,2,25023525101,"25023525101-736",-71.00653,41.98924,3301,25,2,24,3,16,0,1,6,3000,1,2830,8,1,"25023525101-736-1032","",NA
